,Symbol,Name,Sector,Industry,Market
1567,FREQ,Frequency Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
1568,FRG,Franchise Group Inc. Common Stock,Miscellaneous,Diversified Commercial Services,NASDAQ
1569,FRGAP,Franchise Group Inc. 7.50% Series A Cumulative Perpetual Preferred Stock,Miscellaneous,Diversified Commercial Services,NASDAQ
1570,FRGI,Fiesta Restaurant Group Inc. Common Stock,Consumer Discretionary,Restaurants,NASDAQ
1571,FRGT,Freight Technologies Inc. Ordinary Shares,Technology,EDP Services,NASDAQ
1572,FRHC,Freedom Holding Corp. Common Stock,Finance,Investment Bankers/Brokers/Service,NASDAQ
1573,FRLA,Fortune Rise Acquisition Corporation Class A Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
1574,FRLAW,Fortune Rise Acquisition Corporation Warrant,Industrials,Consumer Electronics/Appliances,NASDAQ
1575,FRLN,Freeline Therapeutics Holdings plc American Depositary Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
1576,FRME,First Merchants Corporation Common Stock,Finance,Major Banks,NASDAQ
1577,FRMEP,First Merchants Corporation Depository Shares,Finance,Major Banks,NASDAQ
1578,FROG,JFrog Ltd. Ordinary Shares,Technology,Computer Software: Prepackaged Software,NASDAQ
1579,FRON,Frontier Acquisition Corp. Class A Ordinary Shares,Finance,Blank Checks,NASDAQ
1580,FRONU,Frontier Acquisition Corp. Units,Finance,Blank Checks,NASDAQ
1581,FRONW,Frontier Acquisition Corp. Warrant,Finance,Blank Checks,NASDAQ
1582,FRPH,FRP Holdings Inc. Common Stock,Finance,Real Estate,NASDAQ
1584,FRSG,First Reserve Sustainable Growth Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
1585,FRSGU,First Reserve Sustainable Growth Corp. Unit,Industrials,Consumer Electronics/Appliances,NASDAQ
1586,FRSGW,First Reserve Sustainable Growth Corp. Warrant,Industrials,Consumer Electronics/Appliances,NASDAQ
1587,FRSH,Freshworks Inc. Class A Common Stock,Technology,EDP Services,NASDAQ
1588,FRST,Primis Financial Corp. Common Stock,Finance,Major Banks,NASDAQ
1589,FRSX,Foresight Autonomous Holdings Ltd. American Depositary Shares,Technology,Computer Software: Prepackaged Software,NASDAQ
1590,FRTX,Fresh Tracks Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
1591,FRZA,Forza X1 Inc. Common Stock,Consumer Discretionary,Other Specialty Stores,NASDAQ
1592,FSBC,Five Star Bancorp Common Stock,Finance,Banks,NASDAQ
1593,FSBW,FS Bancorp Inc. Common Stock,Finance,Banks,NASDAQ
1594,FSEA,First Seacoast Bancorp Inc. Common Stock,Finance,Commercial Banks,NASDAQ
1595,FSFG,First Savings Financial Group Inc. Common Stock,Finance,Major Banks,NASDAQ
1596,FSLR,First Solar Inc. Common Stock,Technology,Semiconductors,NASDAQ
1597,FSRX,FinServ Acquisition Corp. II Class A Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
1598,FSRXU,FinServ Acquisition Corp. II Unit,Industrials,Consumer Electronics/Appliances,NASDAQ
1599,FSRXW,FinServ Acquisition Corp. II Warrant,Industrials,Consumer Electronics/Appliances,NASDAQ
1600,FSTR,L.B. Foster Company Common Stock,Industrials,Metal Fabrications,NASDAQ
1601,FSTX,F-star Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
1603,FTAA,FTAC Athena Acquisition Corp. Class A Ordinary Share,Finance,Blank Checks,NASDAQ
1604,FTAAW,FTAC Athena Acquisition Corp. Warrant,Finance,Blank Checks,NASDAQ
1605,FTAI,FTAI Aviation Ltd. Common Stock,Consumer Discretionary,Diversified Commercial Services,NASDAQ
1606,FTAIN,FTAI Aviation Ltd. 8.25% Fixed - Rate Reset Series C Cumulative Perpetual Redeemable Preferred Shares,Consumer Discretionary,Diversified Commercial Services,NASDAQ
1607,FTAIO,FTAI Aviation Ltd. 8.00% Fixed-to-Floating Rate Series B Cumulative Perpetual Redeemable Preferred Shares,Consumer Discretionary,Diversified Commercial Services,NASDAQ
1608,FTAIP,FTAI Aviation Ltd. 8.25% Fixed to Floating Rate Series A Cumulative Perpetual Redeemable Preferred Shares,Consumer Discretionary,Diversified Commercial Services,NASDAQ
1609,FTCI,FTC Solar Inc. Common Stock,Technology,Semiconductors,NASDAQ
1610,FTDR,Frontdoor Inc. Common Stock,Consumer Discretionary,Other Consumer Services,NASDAQ
1611,FTEK,Fuel Tech Inc. Common Stock,Industrials,Pollution Control Equipment,NASDAQ
1612,FTFT,Future FinTech Group Inc. Common Stock,Technology,EDP Services,NASDAQ
1613,FTHM,Fathom Holdings Inc. Common Stock,Finance,Real Estate,NASDAQ
1614,FTII,FutureTech II Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
1615,FTNT,Fortinet Inc. Common Stock,Technology,Security Systems Services,NASDAQ
1616,FTPA,FTAC Parnassus Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
1617,FTPAU,FTAC Parnassus Acquisition Corp. Unit,Industrials,Consumer Electronics/Appliances,NASDAQ
1618,FTPAW,FTAC Parnassus Acquisition Corp. Warrant,Industrials,Consumer Electronics/Appliances,NASDAQ
1619,FULC,Fulcrum Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
1620,FULT,Fulton Financial Corporation Common Stock,Finance,Major Banks,NASDAQ
1621,FULTP,Fulton Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,Finance,Major Banks,NASDAQ
1622,FUNC,First United Corporation Common Stock,Finance,Major Banks,NASDAQ
1623,FUND,Sprott Focus Trust Inc. Common Stock,Finance,Investment Managers,NASDAQ
1624,FUSB,First US Bancshares Inc. Common Stock,Finance,Major Banks,NASDAQ
1625,FUSN,Fusion Pharmaceuticals Inc. Common Shares,Health Care,Pharmaceuticals and Biotechnology,NASDAQ
1626,FUTU,Futu Holdings Limited American Depositary Shares,Finance,Investment Bankers/Brokers/Service,NASDAQ
1627,FUV,Arcimoto Inc. Common Stock,Consumer Discretionary,Motor Vehicles,NASDAQ
1628,FVCB,FVCBankcorp Inc. Common Stock,Finance,Commercial Banks,NASDAQ
1629,FWAC,Fifth Wall Acquisition Corp. III Class A Ordinary Shares,Finance,Blank Checks,NASDAQ
1630,FWBI,First Wave BioPharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
1631,FWONA,Liberty Media Corporation Series A Liberty Formula One Common Stock,Consumer Discretionary,Movies/Entertainment,NASDAQ
1632,FWONK,Liberty Media Corporation Series C Liberty Formula One Common Stock,Consumer Discretionary,Movies/Entertainment,NASDAQ
1633,FWRD,Forward Air Corporation Common Stock,Consumer Discretionary,Oil Refining/Marketing,NASDAQ
1634,FWRG,First Watch Restaurant Group Inc. Common Stock,Consumer Discretionary,Restaurants,NASDAQ
1635,FXCO,Financial Strategies Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
1636,FXCOR,Financial Strategies Acquisition Corp. Rights,Finance,Blank Checks,NASDAQ
1637,FXCOW,Financial Strategies Acquisition Corp. Warrants,Industrials,Consumer Electronics/Appliances,NASDAQ
1638,FXNC,First National Corporation Common Stock,Finance,Major Banks,NASDAQ
1639,FYBR,Frontier Communications Parent Inc. Common Stock,Consumer Discretionary,Telecommunications Equipment,NASDAQ
1640,GABC,German American Bancorp Inc. Common Stock,Finance,Major Banks,NASDAQ
1641,GAIA,Gaia Inc. Class A Common Stock,Consumer Discretionary,Movies/Entertainment,NASDAQ
1642,GAIN,Gladstone Investment Corporation Business Development Company,Finance,Finance/Investors Services,NASDAQ
1643,GAINN,Gladstone Investment Corporation 5.00% Notes Due 2026,Finance,Investment Bankers/Brokers/Service,NASDAQ
1644,GAINZ,Gladstone Investment Corporation 4.875% Notes due 2028,Finance,Investment Bankers/Brokers/Service,NASDAQ
1645,GALT,Galectin Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
1646,GAMB,Gambling.com Group Limited Ordinary Shares,Consumer Discretionary,Services-Misc. Amusement & Recreation,NASDAQ
1647,GAMC,Golden Arrow Merger Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
1648,GAMCU,Golden Arrow Merger Corp. Unit,Industrials,Consumer Electronics/Appliances,NASDAQ
1649,GAMCW,Golden Arrow Merger Corp. Warrant,Industrials,Consumer Electronics/Appliances,NASDAQ
1651,GAN,GAN Limited Ordinary Shares,Technology,Computer Software: Programming Data Processing,NASDAQ
1652,GANX,Gain Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
1653,GASS,StealthGas Inc. Common Stock,Consumer Discretionary,Marine Transportation,NASDAQ
1654,GATE,Marblegate Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
1655,GBBK,Global Blockchain Acquisition Corp. Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
1656,GBBKR,Global Blockchain Acquisition Corp. Right,Finance,Blank Checks,NASDAQ
1657,GBBKW,Global Blockchain Acquisition Corp. Warrant,Industrials,Consumer Electronics/Appliances,NASDAQ
1658,GBDC,Golub Capital BDC Inc. Common Stock,Finance,Investment Managers,NASDAQ
1659,GBIO,Generation Bio Co. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
1661,GBNY,Generations Bancorp NY Inc. Common Stock,Finance,Major Banks,NASDAQ
1662,GBRG,Goldenbridge Acquisition Limited Ordinary Shares,Finance,Blank Checks,NASDAQ
1663,GBRGR,Goldenbridge Acquisition Limited Right,Finance,Blank Checks,NASDAQ
1664,GBRGW,Goldenbridge Acquisition Limited Warrant,Finance,Blank Checks,NASDAQ
1665,GCBC,Greene County Bancorp Inc. Common Stock,Finance,Banks,NASDAQ
1666,GCMG,GCM Grosvenor Inc. Class A Common Stock,Finance,Finance/Investors Services,NASDAQ
1667,GCMGW,GCM Grosvenor Inc. Warrant,Finance,Finance/Investors Services,NASDAQ
1668,GCT,GigaCloud Technology Inc Class A Ordinary Shares,Consumer Discretionary,Catalog/Specialty Distribution,NASDAQ
1669,GCTK,GlucoTrack Inc. Common Stock,Health Care,Medical/Dental Instruments,NASDAQ
1670,GDC,GD Culture Group Limited Common Stock,Technology,EDP Services,NASDAQ
1671,GDEN,Golden Entertainment Inc. Common Stock,Consumer Discretionary,Hotels/Resorts,NASDAQ
1672,GDNR,Gardiner Healthcare Acquisitions Corp. Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
1673,GDNRW,Gardiner Healthcare Acquisitions Corp. Warrant,Industrials,Consumer Electronics/Appliances,NASDAQ
1674,GDRX,GoodRx Holdings Inc. Class A Common Stock,Technology,Retail: Computer Software & Peripheral Equipment,NASDAQ
1675,GDS,GDS Holdings Limited ADS,Technology,Computer Software: Programming Data Processing,NASDAQ
1676,GDST,Goldenstone Acquisition Limited Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
1677,GDYN,Grid Dynamics Holdings Inc. Class A Common Stock,Technology,EDP Services,NASDAQ
1678,GECC,Great Elm Capital Corp. Common Stock,Finance,Finance/Investors Services,NASDAQ
1679,GECCM,Great Elm Capital Corp. 6.75% Notes Due 2025,Finance,Finance/Investors Services,NASDAQ
1680,GECCN,Great Elm Capital Corp. 6.5% Notes due 2024,Finance,Finance/Investors Services,NASDAQ
1681,GECCO,Great Elm Capital Corp. 5.875% Notes due 2026,Finance,Finance Companies,NASDAQ
1682,GEEX,Games & Esports Experience Acquisition Corp. Class A Ordinary Shares,Finance,Blank Checks,NASDAQ
1683,GEEXU,Games & Esports Experience Acquisition Corp. Unit,Finance,Blank Checks,NASDAQ
1684,GEEXW,Games & Esports Experience Acquisition Corp. Warrants,Finance,Blank Checks,NASDAQ
1685,GEG,Great Elm Group Inc. Common Stock,Health Care,Other Pharmaceuticals,NASDAQ
1686,GEGGL,Great Elm Group Inc.  7.25% Notes due 2027,Technology,Computer Software: Prepackaged Software,NASDAQ
1687,GEHC,GE HealthCare Technologies Inc. Common Stock ,Technology,Computer Software: Prepackaged Software,NASDAQ
1688,GEN,Gen Digital Inc. Common Stock,Technology,Computer Software: Prepackaged Software,NASDAQ
1689,GENE,Genetic Technologies Ltd ADS,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
1690,GENQ,Genesis Unicorn Capital Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
1691,GENQW,Genesis Unicorn Capital Corp. Warrants,Industrials,Consumer Electronics/Appliances,NASDAQ
1692,GEOS,Geospace Technologies Corporation Common Stock (Texas),Industrials,Industrial Machinery/Components,NASDAQ
1693,GERN,Geron Corporation Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
1694,GET,Getnet Adquirencia e Servicos para Meios de Pagamento S.A. American Depositary Shares,Consumer Discretionary,Business Services,NASDAQ
1695,GEVO,Gevo Inc. Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
1696,GFAI,Guardforce AI Co. Limited Ordinary Shares,Consumer Discretionary,Diversified Commercial Services,NASDAQ
1697,GFAIW,Guardforce AI Co. Limited Warrant,Finance,Finance: Consumer Services,NASDAQ
1698,GFGD,The Growth for Good Acquisition Corporation Class A Ordinary Shares,Finance,Blank Checks,NASDAQ
1699,GFGDW,The Growth for Good Acquisition Corporation Warrant,Finance,Blank Checks,NASDAQ
1700,GFS,GlobalFoundries Inc. Ordinary Shares,Technology,Semiconductors,NASDAQ
1701,GGAA,Genesis Growth Tech Acquisition Corp. Class A Ordinary Shares,Finance,Blank Checks,NASDAQ
1702,GGAAW,Genesis Growth Tech Acquisition Corp. Warrant,Finance,Blank Checks,NASDAQ
1703,GGAL,Grupo Financiero Galicia S.A. American Depositary Shares,Finance,Commercial Banks,NASDAQ
1704,GGE,Green Giant Inc. Common Stock,Real Estate,Building operators,NASDAQ
1705,GGR,Gogoro Inc. Ordinary Shares,Consumer Discretionary,Auto Manufacturing,NASDAQ
1706,GGROW,Gogoro Inc. Warrant,Consumer Discretionary,Auto Manufacturing,NASDAQ
1707,GH,Guardant Health Inc. Common Stock,Health Care,Medical Specialities,NASDAQ
1708,GHIX,Gores Holdings IX Inc. Class A Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
1709,GHIXW,Gores Holdings IX Inc. Warrant,Industrials,Consumer Electronics/Appliances,NASDAQ
1710,GHRS,GH Research PLC Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
1711,GHSI,Guardion Health Sciences Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products ,NASDAQ
1712,GIFI,Gulf Island Fabrication Inc. Common Stock,Industrials,Metal Fabrications,NASDAQ
1713,GIGM,GigaMedia Limited Ordinary Shares,Technology,EDP Services,NASDAQ
1714,GIII,G-III Apparel Group LTD. Common Stock,Consumer Discretionary,Apparel,NASDAQ
1715,GILD,Gilead Sciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
1716,GILT,Gilat Satellite Networks Ltd. Ordinary Shares,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
1717,GIPR,Generation Income Properties Inc. Common Stock,Real Estate,Real Estate Investment Trusts,NASDAQ
1718,GIPRW,Generation Income Properties Inc Warrant,Real Estate,Real Estate Investment Trusts,NASDAQ
1719,GLAD,Gladstone Capital Corporation Common Stock,Finance,Finance/Investors Services,NASDAQ
1720,GLBE,Global-E Online Ltd. Ordinary Shares,Technology,Computer Software: Prepackaged Software,NASDAQ
1721,GLBS,Globus Maritime Limited Common Stock,Consumer Discretionary,Marine Transportation,NASDAQ
1722,GLBZ,Glen Burnie Bancorp Common Stock,Finance,Major Banks,NASDAQ
1723,GLDD,Great Lakes Dredge & Dock Corporation Common Stock,Industrials,Oilfield Services/Equipment,NASDAQ
1724,GLG,TD Holdings Inc. Common Stock,Basic Materials,Other Metals and Minerals,NASDAQ
1725,GLMD,Galmed Pharmaceuticals Ltd. Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
1726,GLNG,Golar Lng Ltd,Energy,Oilfield Services/Equipment,NASDAQ
1727,GLPG,Galapagos NV American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
1728,GLPI,Gaming and Leisure Properties Inc. Common Stock,Real Estate,Real Estate Investment Trusts,NASDAQ
1729,GLRE,Greenlight Capital Re Ltd. Class A Ordinary Shares,Finance,Property-Casualty Insurers,NASDAQ
1730,GLSI,Greenwich LifeSciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
1731,GLST,Global Star Acquisition Inc. Class A Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
1732,GLTO,Galecto Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
1733,GLUE,Monte Rosa Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
1734,GLYC,GlycoMimetics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
1735,GMAB,Genmab A/S ADS,Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
1736,GMBL,Esports Entertainment Group Inc. Common Stock,Consumer Discretionary,Movies/Entertainment,NASDAQ
1737,GMBLP,Esports Entertainment Group Inc. 10.0% Series A Cumulative Redeemable Convertible Preferred Stock,Consumer Discretionary,Movies/Entertainment,NASDAQ
1738,GMBLW,Esports Entertainment Group Inc. Warrant,Consumer Discretionary,Movies/Entertainment,NASDAQ
1739,GMBLZ,Esports Entertainment Group Inc. Warrant,Consumer Discretionary,Movies/Entertainment,NASDAQ
1740,GMDA,Gamida Cell Ltd. Ordinary Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
1741,GMFI,Aetherium Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
1742,GMGI,Golden Matrix Group Inc. Common Stock,Technology,Computer Software: Prepackaged Software,NASDAQ
1743,GMVD,G Medical Innovations Holdings Ltd. Ordinary Shares,Health Care,Medical/Dental Instruments,NASDAQ
1744,GMVDW,G Medical Innovations Holdings Ltd. Warrants,Health Care,Medical/Dental Instruments,NASDAQ
1745,GNFT,GENFIT S.A. American Depositary Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
1747,GNLX,Genelux Corporation Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
1748,GNPX,Genprex Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
1749,GNSS,Genasys Inc. Common Stock,Industrials,Industrial Machinery/Components,NASDAQ
1750,GNTA,Genenta Science S.p.A. American Depositary Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
1751,GNTX,Gentex Corporation Common Stock,Consumer Discretionary,Auto Parts:O.E.M.,NASDAQ
1752,GNTY,Guaranty Bancshares Inc. Common Stock,Finance,Major Banks,NASDAQ
1753,GNUS,Genius Brands International Inc. Common Stock,Consumer Discretionary,Publishing,NASDAQ
1754,GO,Grocery Outlet Holding Corp. Common Stock,Consumer Discretionary,Specialty Foods,NASDAQ
1755,GOCO,GoHealth Inc. Class A Common Stock,Finance,Specialty Insurers,NASDAQ
1758,GOGL,Golden Ocean Group Limited Common Stock,Consumer Discretionary,Marine Transportation,NASDAQ
1759,GOGO,Gogo Inc. Common Stock,Consumer Discretionary,Telecommunications Equipment,NASDAQ
1760,GOOD,Gladstone Commercial Corporation Real Estate Investment Trust,Real Estate,Real Estate Investment Trusts,NASDAQ
1761,GOODN,Gladstone Commercial Corporation 6.625% Series E Cumulative Redeemable Preferred Stock,Real Estate,Real Estate Investment Trusts,NASDAQ
1762,GOODO,Gladstone Commercial Corporation 6.00% Series G Cumulative Redeemable Preferred Stock par value $0.001 per share,Real Estate,Real Estate Investment Trusts,NASDAQ
